,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
85,1463340510513442816,"Barrie, Ontario",So @erinotoole @JohnBrassardCPC &amp; @DougShipleyBSOM Watch 👇 Covid is airborne. How are we to believe you care about us when you don’t care about each other 🤷🏻‍♀️ Ridiculous to hold a vote on the mandate to wear masks in Parliament. Unless…undermining faith in science is CPC mandate https://t.co/mDumiKEEhG,2021-11-24 02:55:39+00:00,ShllClark5,en,0,0,1,0
88,1463342553915432963,"Toronto, Canada YYZ","WELL THIS WAS CERTAINLY an effective mobilization to build public support for #Toronto’s unionized #TTC workers who demanded to be Front of the Line for #vaccination… and now refuse to be #vaccinated

@ATUlocal113 sure knows how to win hearts and minds. 🤔

#Fail #Fumble #topoli https://t.co/pfwqUebSUr",2021-11-24 03:03:47+00:00,towhey,en,4,0,4,0
91,1463344561078550530,Canada,Stephanie Gard: 3rd Equestrian Athlete Severely Injured After Receiving Pfizer COVID Vaccine https://t.co/dZRMVTtDFi,2021-11-24 03:11:45+00:00,mutalabala,en,45,0,54,5
92,1463344556284399618,"Calgary, Alberta",Shame on Johnson &amp; Johnson for not meeting Covax order.,2021-11-24 03:11:44+00:00,KanjiJamil,en,0,0,0,0
93,1463344550110445570,"Centre Wellington, ON",Pathetic that an adult is attempting to disrupt the delivery of a life saving vaccine for children by promoting the clogging of the booking system. For Children! What kind of person does that? #onpoli #onhealth @VictorGreenPPC ? https://t.co/gxWk6j4LAV,2021-11-24 03:11:43+00:00,mrmuzzdog,en,1,0,1,0
94,1463344484708753414,"Toronto, Ontario","The inimitable @glenpyle talking with @CTVCalgary about the new Vaccine Conversations Workshops just launched by @COVID_19_Canada .

If you're having difficult conversations about vaccines, we're here to help. Workshop signup here: https://t.co/tG32IXKQSm

https://t.co/1J97zpF40h",2021-11-24 03:11:27+00:00,MoriartyLab,en,7,2,15,0
95,1463346610453114884,Central canada,"Pfizer states it is days away from testing an anti-conservatism vaccine and that this will undoubtedly save the world from self-destruction.
@RepMattGaetz @SenateGOP @HouseGOP @CPC_HQ @nationalpost @CanadianPM @CBCPolitics #cdnpoli",2021-11-24 03:19:54+00:00,iksweb,en,0,0,0,0
98,1463348570858397698,"Ontario, Canada",Funny…last I heard about a kid dying from COVID was almost 2 months ago (turns out he had stage 3 cancer)…however my timeline is packed with stories of deaths and disabilities in vaxxed kids. I don’t think that’s how it’s supposed to work.,2021-11-24 03:27:41+00:00,Lucas_Ranch,en,4,0,17,0
102,1463352617711456258,"Victoria, BC","The goal, of course, isn't to stop COVID. It's to shoehorn government into your private home. https://t.co/piYQwA56gS",2021-11-24 03:43:46+00:00,koribrus,en,0,0,0,0
103,1463352617480957956,"Ottawa, Canada",Know anyone with a soon-to-be 12 year old? Wait for the adult COVID vaccine or book a kids vaccine now? This thread is for you! Great info @tara_kiran https://t.co/sRt1EBlOJp,2021-11-24 03:43:46+00:00,Ride_On,en,0,1,2,0
104,1463352590679240704,"Calgary, Alberta, Canada","I had to look this up, to see if it wasn't some kind of joke. Healthy unvaccinated people are making the vaccinated people sick. The logical contortions everyone who still believes in this are going through...
https://t.co/ukJz0DA8NO",2021-11-24 03:43:40+00:00,ACSial,en,0,0,0,0
105,1463352485972688902,"Ontario, Canada",This reflects my opinion on Covid policy. https://t.co/vrqK7LnV72,2021-11-24 03:43:15+00:00,eyespy100,en,0,0,0,0
107,1463354633905217539,"New Westminster, BC.",Mass. Gov. Baker: Some Hospitals to Delay Unnecessary Procedures https://t.co/nyC2jaxXGI,2021-11-24 03:51:47+00:00,BradPorcellato,en,1,0,1,1
108,1463354505370779649,Saskatoon SK,"Almost a year later, 94% of Avenal’s incarcerated men have contracted COVID-19 and eight have died. 

https://t.co/gJgBG6FYoE",2021-11-24 03:51:16+00:00,lornemaxwell,en,0,0,0,0
109,1463354479437361159,USS Enterprise/Canada,"The stories I’m hearing from friends and people they know, permanently injured by this fucking vaccine… how long before anecdotes become evidence? Transparency and consent is the only way forward. End the goddamn coercion and false promises already. Enough is enough.",2021-11-24 03:51:10+00:00,allossingham,en,0,0,0,0
110,1463354476341858317,YEG on Treaty 6 land,At the Winspear waiting for @BahamasMusic. First concert since the advent of covid. Certain I haven’t seen to live music in person since 2019 folk fest. I sure have missed it.,2021-11-24 03:51:09+00:00,jer_jitsu,en,0,0,0,0
111,1463356680599740421,Canada,"'THEY'RE KILLING US! THEY'RE KILLING OUR PEOPLE!"" - Aboriginal Elder SCREAMS in Facebook Rant After Australian Military Reportedly Holds Down Her People, Shoots Them with Vaccine (VIDEO) https://t.co/Jkh8AAK9fd via @gatewaypundit",2021-11-24 03:59:55+00:00,Nat74803433,en,0,0,1,0
112,1463356675558158345,"Ottawa, Canada",OTTAWA-CARLETON SCHOOL BOARD: Over 96 per cent of staff report being fully vaccinated https://t.co/nuGOH51eM7 https://t.co/PlSB4M4sh0,2021-11-24 03:59:53+00:00,ottawasuncom,en,0,0,0,0
113,1463356603529371656,"Toronto, Ontario","Dear god, I’m arguing with 2 idiots as to the effectiveness of masks regarding Covid transmission. Oh, my the bullshit. Here’s something for doubting friends. https://t.co/Vk2FMIelaY",2021-11-24 03:59:36+00:00,PaulChato,en,0,5,5,0
114,1463356512236101632,"Kingston, ON",In the mood to just delete Social Media and move to Florida or Texas where they pretend COVID doesn't exist and live normally.,2021-11-24 03:59:15+00:00,djmcc8,en,0,0,3,0
115,1463358676723507203,Toronto Canada,Health Minister: Fourth Covid wave will be the ‘toughest’ | https://t.co/y3npcCFMG7 https://t.co/4aoOdBPMr2,2021-11-24 04:07:51+00:00,terpsichore_los,en,0,0,0,0
116,1463358624504426499,Toronto Canada,"Covid infections jump to 8,100, as 91 patients die | https://t.co/y3npcCFMG7 https://t.co/5y6kFxIlm5",2021-11-24 04:07:38+00:00,terpsichore_los,en,0,0,0,0
117,1463358570188050437,"Edmonton, Alberta","The United Church of Canada, a Christian denomination whose clergy may face discipline if their congregation makes a complaint about their clergy not being vaccinated.
https://t.co/e7PW08lgao",2021-11-24 04:07:25+00:00,revsandy01,en,0,0,0,0
118,1463358562747523077,Toronto Canada,Health professor foresees annual booster jabs against coronavirus | https://t.co/y3npcCFMG7 https://t.co/A0zclmiC61,2021-11-24 04:07:23+00:00,terpsichore_los,en,0,0,0,0
121,1463360661342371842,"365 Bloor St. E., Toronto, ON","GRANT: Vaccines will never eliminate COVID, so it's time to pivot our response https://t.co/PXCXTmT8ET",2021-11-24 04:15:44+00:00,TheTorontoSun,en,136,70,343,27
122,1463360630983827458,"Burnaby, British Columbia",... wait ... is Alberta still flushing a $100 bucks down the tubes each time someone gets a COVID shot? https://t.co/LHUvBsZkTh,2021-11-24 04:15:37+00:00,ctoverdrive,en,0,1,0,0
123,1463360611677442050,cotton candy land (CANADA),"got covid test back already and is negative
so i just have bad cold lol",2021-11-24 04:15:32+00:00,RogueStealth_,en,0,1,1,0
124,1463360530735841282,"Hamilton, Ontario",so I mean did that affect the ppl? Ya ya your 7 sisters is causing covid ladies,2021-11-24 04:15:13+00:00,tethergene,en,0,0,0,0
125,1463362719659159554,"Richmond Hill, Ontario, Canada",First Canadian kids under 12 get vaccinated against COVID-19 https://t.co/XbUsv1f9hC,2021-11-24 04:23:54+00:00,arvindvijh,en,0,0,0,0
129,1463364638523867136,"Edmonton, Alberta","""Jason Kenney and his health minister must publicly acknowledge long COVID in the legislature ...""  - David Shepherd, Alberta NDP Critic for Health https://t.co/xfu7bNhphN #ableg #rmwb #ymm #fortmac",2021-11-24 04:31:32+00:00,jessicagirlspy,en,0,0,1,0
132,1463368605991636993,Barrie Ontario,"Dr. David Martin - Follow the Patents, and You Will Understand C-19. Absolutely Must see video of Man-made bio-weapon S.p.i.k*e pro-tein, evolution in companies; 29 mostly obscure people, shell companies, Countries to crimes against humanity https://t.co/use6cLqs0f",2021-11-24 04:47:18+00:00,Ryszardrjk,en,1,0,0,0
134,1463370649250971648,Canada,U.S. deer are catching COVID-19. What that means for our fight against the virus - National | https://t.co/MBuj5orLJw https://t.co/QDThhQGVdd,2021-11-24 04:55:25+00:00,AlexandarPavlov,en,0,0,0,0
135,1463370595333255184,Canada,Chapman’s responds to pay raise backlash from anti-vaccine groups https://t.co/9vqSNWZzUe Good for Chapman's!!,2021-11-24 04:55:12+00:00,ronstweets,en,0,0,1,0
136,1463372804225646593,"Ottawa, Ontario, Canada","Can one be any more of a dumbass? What is it that makes HarperCons so incredibly stupid? 

Just to go to a restaurant in Ottawa you need to show your proof of vaccine.

#PatheticConservativepartyOfCanada 
#cdnpoli 
#CPCfail https://t.co/s957Wb0awL",2021-11-24 05:03:59+00:00,ThePhotowagon,en,0,0,0,0
139,1463372638223355915,"Vancouver, BC","Today's COVID-19 in BC blog posts:
General: https://t.co/A8ccJH7zBq
BC: https://t.co/tcbFwHOo2E
#COVID19BC",2021-11-24 05:03:19+00:00,duckysherwood,en,0,0,0,0
141,1463374713116188675,"Toronto, Ontario",What the world could learn from Israel's Covid-19 vaccine booster rollout https://t.co/TsohBvjDA9,2021-11-24 05:11:34+00:00,MeloniFulvio,en,2,0,0,0
142,1463374700973854725,Toronto-Citizen of Canada & US,"#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #science #sciencewins #Australia #India #Ghana #DeltaVariant #Arizona #Israel #murder #children #Notaboutavirus

The miracle is that they love their people. 🙄 https://t.co/zM9uPjTMqM",2021-11-24 05:11:31+00:00,ClareKuehn,en,1,0,0,0
143,1463374695672078339,"Ontario, CA","High COVID-19 demand in some Saskatchewan hospitals still delaying some health care
 https://t.co/WJXj5zDsFn",2021-11-24 05:11:30+00:00,summedupcanada,en,0,0,0,0
146,1463376695940034565,"Toronto, Ontario",Financial Crime: Montana steakhouse owner admits using COVID relief money to buy vintage cars https://t.co/3URP2HOuw0,2021-11-24 05:19:27+00:00,ValenzuelaPost,en,0,0,0,0
148,1463380822636089345,Miramichi Valley NB Canada,DR. SHERRI TENPENNY - LATEST UPDATE ON COVID KILL SHOT BIOWEAPON &amp; THE FATE OF HUMANITY https://t.co/w5oAGWc2SZ via @BitChute,2021-11-24 05:35:51+00:00,FurlongPatt,en,0,0,0,0
150,1463380800720838657,"Toronto, ON , Canada","Instant Download Covid Safety sign for Realtors, Open House signs, Real Estate Open House, Print and Display, Digital product, Covid -19 https://t.co/gCe0Lr6ET5 via @Etsy #Digital #Download #print",2021-11-24 05:35:45+00:00,EverywhereUR_SB,en,1,0,0,0
151,1463380709511340032,"PQ to 💕Beautiful BC, Canada","This from a leader who’s party &amp; their supporters are divided when it comes to women’s rights, LGTBQIA2S rights, COVID vaccines, carbon tax/refunds/energy initiatives, healthcare…but are united when it comes to systemic racism, gun deregulation &amp; enriching the wealthy. #cdnpoli https://t.co/ToUHrIgwgp",2021-11-24 05:35:24+00:00,shiney2120,en,0,0,0,0
152,1463380693317263363,"Toronto, ON , Canada","Open House Sign, Realtor Sign, Covid-19 safety Printable Sign, Face Mask printable sign, COVID-19 Safety, Keep Distance, Instant download https://t.co/thY68R5e0u via @Etsy #Digital #Prints #RealEstate #OpenHouse #SmallBusiness #OpenBusiness #Realtors",2021-11-24 05:35:20+00:00,EverywhereUR_SB,en,1,0,1,0
153,1463382688518184961,"Calgary, Alberta","What the actual F&amp;ck?!  
Mask up, even in your own house, city orders — RT USA News https://t.co/IdCT6abBZN",2021-11-24 05:43:15+00:00,tellerific,en,0,0,0,0
154,1463386850584899587,"Hamilton, Ontario",Lots of excuses to be made for the Islanders now due to Covid,2021-11-24 05:59:48+00:00,Habman2010,en,0,0,0,0
155,1463386717210169346,"Saskatoon, SK","Sex-based COVID-19 data shows more men than women dying in Sask., but that's only part of the story | CBC News https://t.co/VOhj0hVQD1",2021-11-24 05:59:16+00:00,kathymahar,en,0,0,0,0
156,1463388745101496321,"Calgary, Alberta",I’ve taught grade 5 in Calgary. Every year we had vaccinations during class time. Why isn’t there a Covid-19 vaccination program being done in schools now? This would help parents out.,2021-11-24 06:07:19+00:00,Wayfinderturtle,en,0,0,2,0
