,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
39,1463682832706977795,Canada,"You save the whole world for find out where the virus of Covid_19 came from, you are the great expert in the world. https://t.co/AQH1HYd8kW",2021-11-25 01:35:55+00:00,DuochengZ,en,0,0,0,0
41,1463682758014873601,"Southwestern Ontario, Canada.","ONTARIO, there is a massive jab clinic tomorrow in Windsor at Devonshire Mall. There are going to be protests outside with uniformed first responders taking part. This is for 5 to 11 year old children.

Horrible.

https://t.co/U8KrDfCKMK",2021-11-25 01:35:38+00:00,tr6_guy,en,16,5,32,2
42,1463682728453308417,"Alberta, Canada",Hiding in name of covid. Cowards! https://t.co/IZqtTih2RM,2021-11-25 01:35:31+00:00,valkilmor101,en,8,3,16,1
43,1463682665043972099,"Ottawa, Ontario, Canada",Highlights the need for paramedic services to have robust Continuity of Operations Plans to maintain critical services even if they loose key infrastructure. Easier said than done with the constant pressure of day to day emergencies &amp; emergent issues like Covid. https://t.co/Dkp2CdWWcx,2021-11-25 01:35:15+00:00,cmdrbob558,en,0,0,1,0
44,1463684861219287044,"Toon Town, SK","This is Max, kicking COVID’s butt and stuff #myhero #StickItToCOVID #yxe @drsusanshaw @awong37 @SaskHealth https://t.co/fTcMreAJ0l",2021-11-25 01:43:59+00:00,mcmamaf,en,7,10,259,1
45,1463684857175941125,"Montreal, Quebec","But whatever category a parent falls into, they’d be wise to take a few minutes to read the report by Canada’s National Advisory Committee on Immunization (NACI) outlining the agency’s rationale behind approving the vaccine... 2 https://t.co/D3zupKKHGg",2021-11-25 01:43:58+00:00,BreakfastvFilms,en,3,1,3,0
48,1463686843124391937,Canada,Chapman's Ice Cream faces backlash and boycott over vaccination policy | CBC Radio https://t.co/3wxwrkJX4s,2021-11-25 01:51:52+00:00,GodofThunderBay,en,0,0,0,0
49,1463686819023781894,Canada,"So if Wheeler is still recovering from covid and having trouble with his lungs, and we're supposed to be patient, why on earth would he be on top line, PP, and PK?!? It makes no sense.",2021-11-25 01:51:46+00:00,ColleenB_Wpg,en,1,1,2,0
50,1463686775117864961,Canada,"How Dr. Fauci and Other Officials Withheld Information on China’s Coronavirus Experiments
 https://t.co/tTpXhPXrW1",2021-11-25 01:51:35+00:00,NewellMartell,en,0,0,0,0
51,1463686692099997698,Canada,"Uncensored: A Conversation About COVID, Vaccines and Dwindling Trust in Global Public Health Officials
 https://t.co/vWfNV8V1vA",2021-11-25 01:51:16+00:00,NewellMartell,en,0,0,0,0
52,1463688833090797576,"Morrin, Alberta","Got my son booked for his covid shot today! The best part was how happy and excited he was when I told him at dinner. He’s 11. He jumped up and started playing air guitar with excitement. He understands what being vaccinated means for him, his family and our community!",2021-11-25 01:59:46+00:00,chng_behaviour,en,0,2,18,0
54,1463690862093750278,"Northern Alberta, Canada","Fantasy: Pretending everything is sunshine and rainbows, birds singing kind of world. 
Reality: The elite decide they want to become richer. They create a virus, the vaccine for virus, boosters and faulty tests for the virus and get rich off profits and shares in the companies.",2021-11-25 02:07:50+00:00,SPants72,en,2,0,4,0
55,1463690842762141697,under tyrannical rulers in BC,You fuckers support mandates and vax passes.  Last time i voted conservatives. Never again unless you get your shit together and represent US. Want the economy rolling stop the mandatory vaccines.  Re hire those that were fired. https://t.co/9gIqv74SNn,2021-11-25 02:07:45+00:00,KrisKri98094793,en,0,0,0,0
56,1463690775187709954,"British Columbia, Canada","Past week cases (Nov. 16-22) – Total 2,663
* Not vaccinated: 1,438 (54%)
* Partially vaccinated: 109 (4.1%)
* Fully vaccinated: 1,116 (41.9%) https://t.co/Ra3krVPXhb",2021-11-25 02:07:29+00:00,LoriBL_phd,en,0,0,0,0
58,1463690738907103234,new brunswick,"MUST READ! PLEASE RETWEET!

https://t.co/leC7TTEYpw",2021-11-25 02:07:20+00:00,kacey76,en,1,1,0,0
59,1463690736549904393,Canada,Can I ask- why wasn’t Covid vaccination rolled out in schools in Ontario? Like all other public vaccination campaign ever,2021-11-25 02:07:20+00:00,SchmidtRoseA,en,0,1,4,0
60,1463690736382136322,"Toronto, Canada","I really want covid to be over, but my seasonal depression is like “ok maybe one more lockdown”",2021-11-25 02:07:20+00:00,Slashleen,en,5,1,115,0
64,1463692806686494720,"London, Ontario","Unbelievable... the malice and evil directed to @Chapmans_Canada
#IStandWithChapmans
#TakingCareOfBusiness
#madeincanada

https://t.co/OvXmZPDc86",2021-11-25 02:15:33+00:00,booksatthebeach,en,0,0,0,0
65,1463692796582252549,"Kelowna, British Columbia",How Trudeau's failed vaccine deal with China wasted millions | The Vaccine https://t.co/awJIsLa9o8 via @YouTube,2021-11-25 02:15:31+00:00,SherinGauvin,en,0,0,0,0
66,1463694923329277954,"Alberta, Canada",November 24 - Edmonton COVID-19 Cases &amp; Daily Tests https://t.co/WTvG2rvlGO #yeg,2021-11-25 02:23:58+00:00,Alberta411,en,0,0,0,0
67,1463694912415748099,Canada,Scientists warn of new Covid variant with high number of mutations | Coronavirus | The Guardian https://t.co/pFsKUbOu21,2021-11-25 02:23:55+00:00,Hephaestus7,en,10,3,7,2
69,1463694800130129920,"Toronto, Ontario",This thread is an extremely good review of what’s happening in Europe. Highlights the importance of both vaccine- and post-infectious immunity protecting a population. 1/ #COVID19 #Covid https://t.co/EVljZID5KT,2021-11-25 02:23:29+00:00,TorontoIDDoc,en,1,2,7,0
70,1463694772518862853,Canada ❤️ Edmonton 🙋🏻‍♀️☀️⚖️,"Inflation is about to get worse because the supply chain is broken, we just had a catastrophic disaster in BC crippling transportation infrastructure, the rest of the globe is still struggling with covid (sans vaccines), vaccine passports are kicking in. https://t.co/A5DBE9DSmT",2021-11-25 02:23:22+00:00,sunnshiiny,en,19,4,36,1
73,1463698822035615749,"Yarmouth, Nova Scotia","So, once again the vaccine is proven to be completely useless and even places its victims in greater danger... https://t.co/KgJOrVNqz3",2021-11-25 02:39:28+00:00,spock246,en,7,0,23,0
74,1463700933829873672,Ottawa Canada,Just finished hosting a covid safe space chat  https://t.co/wug8hQ080x,2021-11-25 02:47:51+00:00,ManuelBrent3207,en,0,1,1,0
75,1463700855744512002,"Gatineau, QC",Ah well. Not a big deal to keep the vaccine mandated until maybe spring or simmer. https://t.co/2NOAxl3EUT,2021-11-25 02:47:32+00:00,mchkzn,en,0,0,2,0
76,1463700840070488068,"Ottawa, Ontario",Well it’s nice to know that anything that’s ever gotten fucked up in my life would’ve gotten fucked up anyways due to Covid.,2021-11-25 02:47:29+00:00,kardash_sam,en,0,0,3,0
78,1463702914724253702,"Gatineau, QC",Imagine hating your life so much over a vaccine that you have to take it out on a freaking ice cream company !!! https://t.co/pD264tJV1Q,2021-11-25 02:55:43+00:00,mchkzn,en,0,1,4,0
79,1463702911418974210,"Mordor, Alberta",Something dumb about listening to a politician mock science. Escpecially one that seems to contiously fail on covid. Gambling with people's lives,2021-11-25 02:55:43+00:00,RyanWalsh_et,en,0,1,0,0
81,1463704948584161281,Canada and Palm Beach USA,Do vaccines protect against long COVID? What the data say https://t.co/3I3OuLqkUz,2021-11-25 03:03:48+00:00,FrenchCA_P_Bel,en,0,0,0,0
82,1463704875045429251,"Toronto, Ontario #Earther ","Germany's Covid deaths top 100,000 as rising infections overwhelm some regions' hospitals https://t.co/8ZpTlehiTb",2021-11-25 03:03:31+00:00,Farukb44,en,0,0,0,0
84,1463706968372088841,"Vancouver, British Columbia",Great video from Dr. Martin https://t.co/HhaN3H2L4D,2021-11-25 03:11:50+00:00,molsson99,en,0,0,0,0
85,1463708988957147140,"Ottawa, ON",Abstract 10712: Mrna COVID Vaccines Dramatically Increase Endothelial Inflammatory Markers and ACS Risk as Measured by the PULS Cardiac Test: a Warning https://t.co/Ley9vMxXKp,2021-11-25 03:19:52+00:00,erichiasson,en,1,1,0,0
86,1463710868441649152,On the water in Ontario,"QUESTION:

What's the difference between the number of Covid cases in Austria and Sweden?

ANSWER:

Tyrannical Government",2021-11-25 03:27:20+00:00,StevenT65674368,en,12,1,52,0
87,1463710840327081991,Canada,Independent Undertaker John O'Looney Exposes the Covid-19 'pandemic' | UKColumn https://t.co/Rv7RhQhWTX,2021-11-25 03:27:13+00:00,Darlene30564389,en,0,0,0,0
88,1463712987877937156,Canada,Hmm 🤔 Qualtrough says covid support programs will be extended.  And says she’s sure they can get this passed before Christmas.  And says they can pass this bill pretty fast. Well how come the disability benefits are taking so long then?,2021-11-25 03:35:45+00:00,cseguin1960,en,0,0,0,0
89,1463712964951879680,"Toronto, Ontario","#LATEST: More COVID-19 vaccine bookings for children moved in across Ontario on Wednesday as some regions administered their first pediatric shots.

Over 100,00 youth vaccine appointments have been made as of 5 p.m. today.
https://t.co/lKaqzhmdiJ",2021-11-25 03:35:39+00:00,CityNewsTO,en,1,11,18,0
90,1463712961009049600,"Edmonton, Alberta",Thanks @NeejaB and @ab_vax for alerting me to the pharmacy confusion this am while trying to book my kids for covid vaccine!!,2021-11-25 03:35:39+00:00,DrPattyBe,en,0,0,12,0
91,1463712933536542722,"Milton, Ontario","Remember last year when all the Raptors got Covid and the Rockets broke their losing streak against us

Bad times https://t.co/xtZsAKTyda",2021-11-25 03:35:32+00:00,Swarlayzers,en,1,0,12,0
92,1463712927563853824,"Guelph, Ontario",Rebecka Haight of Valleyblades Limited in Waterloo Ontario is the Companies Arm Chair Doctor. This woman is severely obese has smoking problem probably suffers from high blood pressure and hypertension. Has the nerve to terminate employees over vaccination status.,2021-11-25 03:35:31+00:00,GallentToddy,en,0,0,3,0
93,1463712835188363270,"Cartwright, Manitoba",Update - we did get our 2/3 booked in first thing Monday. Unfortunately they have to wait another 8 days or so because they just recieved their flu shot. I read all the misinfo online like heart inflammation. Infinitesimal risk and higher contracting Covid https://t.co/PvPd5Gz5mr,2021-11-25 03:35:09+00:00,sidvicious02,en,0,1,4,0
94,1463715027718914048,Ontario,"“This means, at the very least, that the use of vaccine passports beyond the very limited recommendations of public health read more as moral panic, or vigilante justice, than a public health intervention.” https://t.co/SsDvvSX37d",2021-11-25 03:43:51+00:00,thelivingstone5,en,0,0,0,0
95,1463714981359144963,"Alberta, Canada","Ireland's climate change solution

Wear a jumper

RTE news : Is it time for a woolly jumper revival?

https://t.co/lwdudB7mxO",2021-11-25 03:43:40+00:00,lfinnegal,en,0,1,3,1
96,1463714933884047367,Canada,'I want my freedom back': thousands in Austria protest against Covid loc... https://t.co/pyqT6unBH2 via @YouTube Austria are Protesting Mandates..Stay Strong and Free!  &amp; We Love You!,2021-11-25 03:43:29+00:00,roseofmagdala,en,0,0,0,0
97,1463714899905814528,"British Columbia, Canada","Chance of vaccine mandates ending in January 'next to zero', Ontario science table head says https://t.co/2WdLCpd9Po",2021-11-25 03:43:21+00:00,COVIDUpdate2020,en,0,2,5,0
99,1463717071888412673,Canada,Need help! Can anyone remember seeing that the Pfizer kid trial was done on 2000ish kids &amp; over 8(?) months. My numbers could be off.,2021-11-25 03:51:59+00:00,JoyCannabis,en,1,1,3,0
100,1463717014573223940,"Medicine Hat, AB","Cargill workers were offered ‘COVID bonus’, a $1/hr retroactive raise, and 9.5% raise going forward. Workers just rejected this tonight with 98% vote. Maybe they’re saying money makes no difference when worker health and safety are this at risk. 🤷🏻‍♂️
#cargill",2021-11-25 03:51:45+00:00,shmitzysays,en,190,14,1047,13
101,1463716914585341954,Canada,#GoKingsGo helmets also block government tracking after vaccination. #LeafsForever,2021-11-25 03:51:21+00:00,KingstonPete,en,0,0,3,0
102,1463719007844974594,"Edmonton, Alberta",Former RCMP Speaks out against vaccine mandates // CORPORAL DANIEL BULFORD https://t.co/rbM0UFadpA,2021-11-25 03:59:40+00:00,LuisaCapra7,en,0,0,1,0
103,1463718991579566086,"Ottawa, Ontario","BC's covid undercount: a graphic...

#CovidIsAirborne
#COVIDethics
#bcpoli https://t.co/g2dJi9tHhG",2021-11-25 03:59:36+00:00,solutions_covid,en,0,0,0,0
105,1463723095299084289,Canada,🤓 Chapman's Ice Cream faces backlash and boycott over vaccination policy. https://t.co/4eJ5pdWI3J,2021-11-25 04:15:55+00:00,MJosling53,en,1,2,1,0
106,1463723055042211840,Canada Tiohtiak:ke,"COVID-19 in Quebec: What you need to know Wednesday
""According to data from #Quebec's public health research institute, the INSPQ, about 35,000 #children between the ages of five and 11 have caught #COVID19 since the start of the pandemic.""
#qcpoli  https://t.co/pCcnOWH9r4",2021-11-25 04:15:45+00:00,GadflyQuebec,en,0,0,0,0
107,1463723039703461893,Alberta,"What does a covid modeler, a climate activist, and Bill Gates have in common? 
Not sure, but they succeeded in locking down the world...

https://t.co/b2IyhBTdt4",2021-11-25 04:15:41+00:00,cheryl1492,en,0,0,0,0
108,1463723019826782210,Canada,"LILLEY: Ontario residents divided over more COVID restrictions, poll says https://t.co/b2S7dW5Y7x",2021-11-25 04:15:37+00:00,Canoe,en,0,0,0,0
109,1463722944190812165,"Durham, Ontario","GRANT: #Vaccines will never eliminate #COVID19, so it's time to pivot our response  https://t.co/GNCAMPg8zX",2021-11-25 04:15:19+00:00,totuis1,en,0,0,0,0
111,1463725011701833731,"Toronto, Ontario","Watching Man U win nowadays just feel as exciting as knowing the number of covid cases is decreasing. Good temporary news, but you still know there are underlying issues and celebrating too soon can aggravate the underlying issues further",2021-11-25 04:23:32+00:00,sarbzonfire,en,0,0,1,0
112,1463724976528400387,"Ontario, Canada","Children’s COVID-19 cases up 32% from two weeks ago, pediatricians report | Fox News https://t.co/M9mx6wP6YJ",2021-11-25 04:23:23+00:00,Christijakes,en,0,0,1,0
114,1463724886715617288,Canada,New Botswana variant with 32 'horrific' mutations is the most evolved Covid strain EVER | Daily Mail Online https://t.co/16CJSK8uu8,2021-11-25 04:23:02+00:00,Darlene30564389,en,0,1,0,0
115,1463727033813450755,Canada,"Stigmatising the unvaccinated not justified.
https://t.co/S3NlGXz54K
#Vaccine #COVID #unvaccinated #COVID #onpoli #cndpoli",2021-11-25 04:31:34+00:00,IAMWRITE,en,0,0,0,0
116,1463726963613446144,Canada || she/they || 15 || bi,my whole body hurts atm and i don’t know why 😭 is this lack of sleep…? not enough water intake…? eating unhealthy…? do i have covid (i don’t dwdw)…? am i dying…? have i had too much screentime…?,2021-11-25 04:31:17+00:00,keiraizswag,en,0,2,2,0
118,1463728983812415489,"Vancouver, BC, Canada🍁 ","It's actually really straighforward. 
If you've got a vaccine pass you can do everything.
Basically that's it.
~Jacinda Ardern, PM-NZ 
Listed as 2nd-greatest thinker in the COVID-era
Former advisor to Tony Blair
Young Leader WEF - Klaus Schwab's 
Great Reset/New World Order https://t.co/0xLysXlsZH",2021-11-25 04:39:19+00:00,jacquesk8,en,2,0,0,0
120,1463735077574266884,Canada,"....he also said...re Covid....get this...he goes "",we gotta get real..the media is not addressing the issue...40 % of Covid deaths are in dietetics...and the majority..not all ..who are dying from it suffer from obesity..but the media doesn't cover it""
Wow!",2021-11-25 05:03:32+00:00,LadyFantastic5,en,1,1,6,0
121,1463734979792445441,"La Malbaie, Quebec",I think I've overdosed on US politics. I can't make it to the end of any articles anymore explaining why US voters are blaming the Democrats for gas prices/COVID/climate change/etc.,2021-11-25 05:03:08+00:00,GrantMeStrength,en,0,0,1,0
122,1463738956286152705,Canada,I'm not coming back on Twitter until The SP post Covid special comes out in my area...,2021-11-25 05:18:56+00:00,Burster_MFG,en,0,0,0,0
123,1463741231448559624,🇨🇦 Canada,"Your Rights to Decline Mandatory COVID Vaccines
https://t.co/1wNzGdtFg4",2021-11-25 05:27:59+00:00,surveyorX,en,1,0,1,0
124,1463741210292629510,"Ottawa, Capital of Canada ","My Mother Only Possesses Me With Magick, When I am Off My Meds, Barbara MacLean, Agent of Gestapo/Johnson&amp;Johnson - I am Her Slave, She has Hacked My",2021-11-25 05:27:54+00:00,HusbandsAreMore,en,0,1,0,0
129,1463745169438621700,Canada,"11/24/2021 Miles Guo 1️⃣
The COVID vaccine disaster has caused the recent frequent explosion, traffic accidents, the rising number of sick people, and the overloaded hospitals in Communist China; one person's accident due to the COVID vaccine side effects destroys the whole family https://t.co/kTAy3J25JZ",2021-11-25 05:43:38+00:00,calgary20201010,en,2,1,3,0
130,1463745130628669440,"Winnipeg, Manitoba","Ah Winnie……
Mandates for masks and vaccinations will work.
Also jail time or working in Covid wards, ICUs or Morgues….. https://t.co/gV0opdGgdc",2021-11-25 05:43:28+00:00,dwain_campbell,en,0,1,1,0
132,1463747198139703298,"Ottawa, Canada",Can you really tell if your mask is legit by lighting it on fire? https://t.co/dsf6dzzLJ4 https://t.co/jKoXv3e62d,2021-11-25 05:51:41+00:00,ottawasuncom,en,0,0,0,0
133,1463749255693160450,"Chilliwack, B.C., Canada",LETTER: ‘Disgusted’ by anti-vax protesters https://t.co/AR8T3BTHjt,2021-11-25 05:59:52+00:00,Cheyom1,en,0,0,0,0
135,1463749153092247553,"Ontario, CA","It was never about a virus. The #covidscam by #crookedpoliticians &amp; #BigPharma is apparent!
#COVID19 #CovidVaccine #USA #Toronto #Canada #TOpoli #cdnpoli #Ontario #onpoli #Profits #CoercionIsNotConsent #Pfizergate #Pfizer #NoVaccinePassports https://t.co/zut2h0PtmC",2021-11-25 05:59:27+00:00,RealJoelGomes,en,0,0,0,0
136,1463749116547063812,"Vancouver, British Columbia","Fantastic to see all this fusion activity. A new energy future of abundant and affordable, clean and safe local base load is near. It’s the vaccine for climate change! https://t.co/3MtfdggKha",2021-11-25 05:59:19+00:00,WalvanLierop,en,1,1,2,0
137,1463749096657731585,Canada,DEPOPULATION? Vaccine Data Analysis By Dr. Shankara Chetty w/ Predictions About What Will Happen https://t.co/u12OJ1jSVS,2021-11-25 05:59:14+00:00,TeeLeigh6,en,0,0,0,0
139,1463751137085956097,"The Ranch, AB","So let me get this straight...Trudeau just got back from Europe with 300 delegates, mingling without masks or social distancing with people from all over the world....but now our parliament will only be virtual because....COVID? What a shithole country this has become. #cdnpoli",2021-11-25 06:07:20+00:00,ChrisMcQuid,en,0,1,7,0
141,1463753174754467840,⚡Near & Far ⚡️ Canada,"Almost all kids have had SARS-CoV-2 by now 
The vast majority of them don’t get Covid 
They have either an “asymptomatic infection” or mild cold or flu like symptoms 
Stop making them suffer for no reason ✋🏼",2021-11-25 06:15:26+00:00,StoneSculptorJN,en,2,2,14,0
142,1463753173919678468,"Vancouver, British Columbia","Over 600 Google Employees Sign Manifesto Against COVID Vaccine Mandate
https://t.co/4jzDzpVXxY",2021-11-25 06:15:26+00:00,OffshoreMaven,en,0,0,0,0
144,1463761320730312705,Canada,"Since Dec, 2020,  COVID vaccine campaign , 183 professional/youth athletes, coaches have collapsed abruptly, 108 have died. Most are young people under 40. Main cause: Cardiac problems - myo / pericarditis, cardiac arrest and heart attacks.

https://t.co/KIG0jEfQiI",2021-11-25 06:47:48+00:00,PureLotusHeart1,en,14,0,15,2
146,1463761148038160385,British Columbia,Reminiscing through old photos. Man I miss pre covid. https://t.co/hdNqzvTuc8,2021-11-25 06:47:07+00:00,Jxsephs,en,0,0,3,0
147,1463763215133732865,"Calgary, Alberta","Albertans are 4.5 times more likely to die of Covid within two weeks of the first shot than actual unvaxxed people. 

I hope Hinshaw and Yiu like prison orange.",2021-11-25 06:55:20+00:00,SKivimaa,en,132,12,380,4
150,1463773379085934596,"Toronto, Ontario",IMO asking about someone’s vaccine status(especially a potential employer)is the equivalent of asking who they’re sleeping with. How has this become okay?,2021-11-25 07:35:43+00:00,ellefromto,en,0,2,8,1
151,1463775389566701570,Sherwood park Alberta,"The handling of covid could be described as the only tool you have is a hammer, and everything else looks like an nail",2021-11-25 07:43:43+00:00,leonard_goulet,en,0,0,0,0
157,1463781378781327361,"Québec, Canada 🇨🇦","""Canada becomes the first country to fully approve the Johnson &amp; Johnson vaccine."" by BY RON DEPASQUALE via NYT New York Times https://t.co/ts6YOEbXeq",2021-11-25 08:07:31+00:00,DJIMB3RRY,en,0,0,0,0
158,1463781370103222273,"Québec, Canada 🇨🇦","""Surveys suggest violence against women has intensified during the pandemic, a U.N. report says."" by BY TODD GREGORY via NYT New York Times https://t.co/vHTMavNJEA",2021-11-25 08:07:29+00:00,DJIMB3RRY,en,0,0,0,0
