,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count
19,1463670764499091457,"Ontario, Canada",My son went back to school Monday after isolating 10days with a negative test after someone in his class has covid. It's Wednesday and I got another exposure email except this time it's from his bus. So he's gunna have to get another test n isolate another 10 days... https://t.co/BXq6fXq8Pf,2021-11-25 00:47:58+00:00,Inked_Mamma,en,0,1,1,0
20,1463670752402722819,"Freedom Bunker, CA",Over 600 Google Employees Sign Manifesto Against COVID Vaccine Mandate - https://t.co/Yjt8KsTfYG,2021-11-25 00:47:55+00:00,BunkerBlast,en,0,0,0,0
21,1463670711755718658,"Freedom Bunker, CA",Frequently Asked Questions on DAF Mandatory Covid-19  Vaccination Guide - https://t.co/Nb5LdaxMwb,2021-11-25 00:47:46+00:00,BunkerBlast,en,0,0,0,0
22,1463670690289172486,"Vallejo, CA",At-home COVID tests: How to find and use one in the Bay Area over the Thanksgiving holiday https://t.co/Vhz6HHuIXY,2021-11-25 00:47:40+00:00,vjotimesherald,en,0,0,0,0
23,1463670685599944704,"Freedom Bunker, CA",COVID-19 Made Democracies More Authoritarian And Authoritarian Regimes Even Worse - https://t.co/b56qGuFJ6Y,2021-11-25 00:47:39+00:00,BunkerBlast,en,0,0,0,0
24,1463670685495140353,"Freedom Bunker, CA",COVID-19 Made Democracies More Authoritarian And Authoritarian Regimes Even Worse - https://t.co/3664FWeURc,2021-11-25 00:47:39+00:00,BunkerBlast,en,0,0,0,0
25,1463670647909879813,Toronto-Citizen of Canada & US,"#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #covid19 #corruption Wakey #science #Australia #Arizona #Israel #murder #children

#Shingles? #Herpes? #Retina /other #virus reactivation? Common.
You're not alone. Tons of reports.
Not a #vaccine. That was for liability insurance. https://t.co/ZQZ97nqUwJ",2021-11-25 00:47:30+00:00,ClareKuehn,en,2,1,1,0
26,1463670582633922561,Edmonton Alberta Canada,"Alberta reports 464 new COVID-19 cases, 4 new deaths | CBC News https://t.co/gojRD5RkOi",2021-11-25 00:47:15+00:00,EdmontonTwitte,en,0,0,1,0
27,1463672765660213248,"Ottawa, Ontario","""Do dosage amounts vary by child's size?""
Kids &amp; Vaccines: @VeraEtches answers questions about COVID-19 vaccines for the 5-11 age group.
https://t.co/5B61VZvHPg
#ottnews #ottawanews #ctvottawa #ctvnewsottawa",2021-11-25 00:55:55+00:00,ctvottawa,en,0,0,0,0
28,1463672543538262020,"Ottawa, Ontario","""Should I wait until I'm 12 to get the bigger dose?""
Kids &amp; Vaccines: @VeraEtches answers questions about COVID-19 vaccines for the 5-11 age group.
https://t.co/VmrXTjmsiU
#ottnews #ottawanews #ctvottawa #ctvnewsottawa",2021-11-25 00:55:02+00:00,ctvottawa,en,0,0,1,0
29,1463674794369560577,"Orange, CA",National Guardsman loses dad to Covid-19 https://t.co/tns8KUQL58,2021-11-25 01:03:59+00:00,current_go,en,0,0,0,0
30,1463674765193981957,We can do better than this.,"📆#TodayInCOVID @PMPmagToday

#COVID19 UK Deaths
🚨24h: 149 (-25.9% vs last week)
🚨7d: 926
🚨28d: 4,246
🚨365d: 88,275

🚨Average: 132/day
🚨Deaths since 19 July: 15,436

📌&lt;20 deaths: 25-Jul (121 days ago)
📌&lt;10 deaths: 11-Jul (135 days ago)

🔗 https://t.co/h4CKR6hJqY https://t.co/UzofIlaIN9",2021-11-25 01:03:52+00:00,PMPmagToday,en,4,0,2,0
31,1463674632964395008,"Toronto, Ontario","When children start dying and getting seriously injured from these Covid vaccines people are going to turn against the health professionals that pushed it.  They're already anticipating the back-lash and trying to protect themselves!😠

https://t.co/6NzeLTHfRK",2021-11-25 01:03:20+00:00,MongrelGlory,en,0,0,2,0
32,1463676776333283329,"Vancouver, BC, Canada","My 11yo twins were vaccinated this past summer, they understood why they were getting the vaccine, “to protect us, others, and to be able to hug our grandparents again” #GetVaccinated #matureminors https://t.co/JdOan159qk",2021-11-25 01:11:51+00:00,eastsidedads,en,0,0,6,0
33,1463676764488617988,"Barrie, Ontario","Breaking: Covid mRNA vaccine significantly increases endothelial inflammation and cardiac risk, according to a study just published in the prestigious Circulation journal. The trial needs to stop immediately.  @BLNewsMedia @DrP_MD @TheoFleury14 

https://t.co/d2Cm7r2HMF https://t.co/BmSZDez5eg",2021-11-25 01:11:49+00:00,emadguirguismd,en,627,28,899,71
34,1463676679168086021,"Brampton, Ontario","13-year-old Brampton, Ont. girl who died of COVID-19 passed away same day she was taken to hospital https://t.co/qKm2gSXqv8",2021-11-25 01:11:28+00:00,mm0333333,en,0,0,0,0
35,1463676662378344448,"Halifax, Nova Scotia",I knew there would be potential Covid-19 exposures from the large concert November 20 at Scotiabank Centre in Halifax where thousands gathered and did not have to social distance. How could there not be? https://t.co/LwWZpm1iPX,2021-11-25 01:11:24+00:00,SH_BordenColley,en,1,0,3,0
36,1463676658515431426,Ontario...sadly.,"Dear Public Health,

Please look at the orange line which represents vaccination status vs the black line that represents cases.  Notice that vaccines are not halting infection (and clearly transmission)?

Now justify ""workplace vaccine mandates""...

cc: @anthonyfurey @sunlorrie https://t.co/EG0ty02Rmo",2021-11-25 01:11:23+00:00,Wontevertweet27,en,1,0,3,0
37,1463678589958856705,"Fredericton, NB CANADA",The evidence is clear! Say NO to the COVID-19 vaccine for children  💜 https://t.co/vTuqh43Imr,2021-11-25 01:19:04+00:00,DivineLogos,en,1,0,1,0
38,1463680802261192710,Repentigny Québec Canada,Over 200 lawyers sign declaration to end vaccine mandates and passports https://t.co/4X6VBS1EBH via @truenorthcentre,2021-11-25 01:27:51+00:00,LuciePerreault,en,0,0,0,0
39,1463682832706977795,Canada,"You save the whole world for find out where the virus of Covid_19 came from, you are the great expert in the world. https://t.co/AQH1HYd8kW",2021-11-25 01:35:55+00:00,DuochengZ,en,0,0,0,0
40,1463682831742349315,"SOB Living in La Vista, NE","Covid experts have been proven to be wrong 99.93% of the time.  Happy Thanksgiving, enjoy your BIG beautiful families! https://t.co/aKChlbq2Vf",2021-11-25 01:35:55+00:00,petersbuilt1973,en,0,0,0,0
41,1463682758014873601,"Southwestern Ontario, Canada.","ONTARIO, there is a massive jab clinic tomorrow in Windsor at Devonshire Mall. There are going to be protests outside with uniformed first responders taking part. This is for 5 to 11 year old children.

Horrible.

https://t.co/U8KrDfCKMK",2021-11-25 01:35:38+00:00,tr6_guy,en,16,5,32,2
42,1463682728453308417,"Alberta, Canada",Hiding in name of covid. Cowards! https://t.co/IZqtTih2RM,2021-11-25 01:35:31+00:00,valkilmor101,en,8,3,16,1
43,1463682665043972099,"Ottawa, Ontario, Canada",Highlights the need for paramedic services to have robust Continuity of Operations Plans to maintain critical services even if they loose key infrastructure. Easier said than done with the constant pressure of day to day emergencies &amp; emergent issues like Covid. https://t.co/Dkp2CdWWcx,2021-11-25 01:35:15+00:00,cmdrbob558,en,0,0,1,0
44,1463684861219287044,"Toon Town, SK","This is Max, kicking COVID’s butt and stuff #myhero #StickItToCOVID #yxe @drsusanshaw @awong37 @SaskHealth https://t.co/fTcMreAJ0l",2021-11-25 01:43:59+00:00,mcmamaf,en,7,10,259,1
45,1463684857175941125,"Montreal, Quebec","But whatever category a parent falls into, they’d be wise to take a few minutes to read the report by Canada’s National Advisory Committee on Immunization (NACI) outlining the agency’s rationale behind approving the vaccine... 2 https://t.co/D3zupKKHGg",2021-11-25 01:43:58+00:00,BreakfastvFilms,en,3,1,3,0
46,1463684737889828869,"El Dorado Hills, CA","Benefits Outweigh Risks of Pediatric COVID-19 Vaccine, Contrary to Posts Misusing VAERS Data https://t.co/BE8gkAEfHG",2021-11-25 01:43:30+00:00,stand_4_america,en,0,0,0,0
47,1463686866029404163,on Earth! ,New post (The coronavirus pandemic is far from over) published on https://t.co/RaBjl5DDcP - https://t.co/wnrUrUnUkH,2021-11-25 01:51:57+00:00,ATGBrokers,en,0,0,0,0
48,1463686843124391937,Canada,Chapman's Ice Cream faces backlash and boycott over vaccination policy | CBC Radio https://t.co/3wxwrkJX4s,2021-11-25 01:51:52+00:00,GodofThunderBay,en,0,0,0,0
49,1463686819023781894,Canada,"So if Wheeler is still recovering from covid and having trouble with his lungs, and we're supposed to be patient, why on earth would he be on top line, PP, and PK?!? It makes no sense.",2021-11-25 01:51:46+00:00,ColleenB_Wpg,en,1,1,2,0
50,1463686775117864961,Canada,"How Dr. Fauci and Other Officials Withheld Information on China’s Coronavirus Experiments
 https://t.co/tTpXhPXrW1",2021-11-25 01:51:35+00:00,NewellMartell,en,0,0,0,0
51,1463686692099997698,Canada,"Uncensored: A Conversation About COVID, Vaccines and Dwindling Trust in Global Public Health Officials
 https://t.co/vWfNV8V1vA",2021-11-25 01:51:16+00:00,NewellMartell,en,0,0,0,0
52,1463688833090797576,"Morrin, Alberta","Got my son booked for his covid shot today! The best part was how happy and excited he was when I told him at dinner. He’s 11. He jumped up and started playing air guitar with excitement. He understands what being vaccinated means for him, his family and our community!",2021-11-25 01:59:46+00:00,chng_behaviour,en,0,2,18,0
53,1463688715583193092,"Arcata, CA",I’ve been so optimistic towards things lately. Definitely riding that emotional high from Vegas. Hoping this COVID Test is negative too.,2021-11-25 01:59:18+00:00,NTKoessel,en,0,0,1,0
54,1463690862093750278,"Northern Alberta, Canada","Fantasy: Pretending everything is sunshine and rainbows, birds singing kind of world. 
Reality: The elite decide they want to become richer. They create a virus, the vaccine for virus, boosters and faulty tests for the virus and get rich off profits and shares in the companies.",2021-11-25 02:07:50+00:00,SPants72,en,2,0,4,0
55,1463690842762141697,under tyrannical rulers in BC ,You fuckers support mandates and vax passes.  Last time i voted conservatives. Never again unless you get your shit together and represent US. Want the economy rolling stop the mandatory vaccines.  Re hire those that were fired. https://t.co/9gIqv74SNn,2021-11-25 02:07:45+00:00,KrisKri98094793,en,0,0,0,0
56,1463690775187709954,"British Columbia, Canada","Past week cases (Nov. 16-22) – Total 2,663
* Not vaccinated: 1,438 (54%)
* Partially vaccinated: 109 (4.1%)
* Fully vaccinated: 1,116 (41.9%) https://t.co/Ra3krVPXhb",2021-11-25 02:07:29+00:00,LoriBL_phd,en,0,0,0,0
57,1463690768485392388,"Sacramento, CA",Thankful: @GavinNewsom heads to Mexico after extending Covid state of emergency a third time. @RichardGrenell opines in a powerful essay that our one-party state and its media snooze as the governor consolidates power. https://t.co/7rH1O9qCIh,2021-11-25 02:07:27+00:00,CaliforniaGlobe,en,18,4,28,1
58,1463690738907103234, new brunswick,"MUST READ! PLEASE RETWEET!

https://t.co/leC7TTEYpw",2021-11-25 02:07:20+00:00,kacey76,en,1,1,0,0
59,1463690736549904393,Canada,Can I ask- why wasn’t Covid vaccination rolled out in schools in Ontario? Like all other public vaccination campaign ever,2021-11-25 02:07:20+00:00,SchmidtRoseA,en,0,1,4,0
60,1463690736382136322,"Toronto, Canada","I really want covid to be over, but my seasonal depression is like “ok maybe one more lockdown”",2021-11-25 02:07:20+00:00,Slashleen,en,5,1,115,0
61,1463690670728699907,"North Platte, NE",How to keep your family safe from COVID this Thanksgiving holiday https://t.co/HWghzBmgJ3,2021-11-25 02:07:04+00:00,KNOPTV,en,0,0,0,0
62,1463692889813237760,"Torrance, CA","Lol the left is deranged case #41,8397: 

Aaron Rodgers is much more left/liberal than not. He shares an opinion that most also believe, (that a vaccine should be a personal choice) that cuts against their god Fauci and so they must smear him with a Qanon association. Seek help. https://t.co/g1c5miYpVv",2021-11-25 02:15:53+00:00,Hwood_Hivemind,en,0,1,0,0
63,1463692820326371330,Somewhere on the planet,😲Long COVID risk no lower with breakthrough infection; COVID-19 survival improves for European can... https://t.co/d1JkHr7mwA via @YahooNews,2021-11-25 02:15:37+00:00,concernedyogi,en,0,0,0,0
64,1463692806686494720,"London, Ontario","Unbelievable... the malice and evil directed to @Chapmans_Canada
#IStandWithChapmans
#TakingCareOfBusiness
#madeincanada

https://t.co/OvXmZPDc86",2021-11-25 02:15:33+00:00,booksatthebeach,en,0,0,0,0
65,1463692796582252549,"Kelowna, British Columbia",How Trudeau's failed vaccine deal with China wasted millions | The Vaccine https://t.co/awJIsLa9o8 via @YouTube,2021-11-25 02:15:31+00:00,SherinGauvin,en,0,0,0,0
66,1463694923329277954,"Alberta, Canada",November 24 - Edmonton COVID-19 Cases &amp; Daily Tests https://t.co/WTvG2rvlGO #yeg,2021-11-25 02:23:58+00:00,Alberta411,en,0,0,0,0
67,1463694912415748099,Canada,Scientists warn of new Covid variant with high number of mutations | Coronavirus | The Guardian https://t.co/pFsKUbOu21,2021-11-25 02:23:55+00:00,Hephaestus7,en,10,3,7,2
68,1463694829758689287,"Temecula, CA","Fauci would show up and be like ""we should all be wearing masks"" and Joe Rogan would show up and say ""there are zero studies that suggest peyote ISN'T effective against covid""",2021-11-25 02:23:36+00:00,Insta_Gator1,en,0,0,1,0
69,1463694800130129920,"Toronto, Ontario",This thread is an extremely good review of what’s happening in Europe. Highlights the importance of both vaccine- and post-infectious immunity protecting a population. 1/ #COVID19 #Covid https://t.co/EVljZID5KT,2021-11-25 02:23:29+00:00,TorontoIDDoc,en,1,2,7,0
70,1463694772518862853,Canada ❤️ Edmonton 🙋🏻‍♀️☀️⚖️,"Inflation is about to get worse because the supply chain is broken, we just had a catastrophic disaster in BC crippling transportation infrastructure, the rest of the globe is still struggling with covid (sans vaccines), vaccine passports are kicking in. https://t.co/A5DBE9DSmT",2021-11-25 02:23:22+00:00,sunnshiiny,en,19,4,36,1
71,1463696902122213380,"Palo Alto, CA",Please get vaccinated! 1500 people with confirmed COVID-19 are hospitalized in Colorado right now. CDPHE says 83% of those severe cases are among unvaccinated people.  ICU beds are full and supplies are stretched-speaking from personal experience. #COVID19colorado https://t.co/gN3jTPel4I,2021-11-25 02:31:50+00:00,glreeder,en,0,0,0,0
72,1463698876041347072,Turn on notifications🔔,"Rosé, Jennie &amp; Jisoo have been tested negative for Covid-19, hoping for Lisa's fast recovery too😭",2021-11-25 02:39:40+00:00,struggles_anti,en,106,3,583,4
73,1463698822035615749,"Yarmouth, Nova Scotia","So, once again the vaccine is proven to be completely useless and even places its victims in greater danger... https://t.co/KgJOrVNqz3",2021-11-25 02:39:28+00:00,spock246,en,7,0,23,0
74,1463700933829873672,Ottawa Canada,Just finished hosting a covid safe space chat  https://t.co/wug8hQ080x,2021-11-25 02:47:51+00:00,ManuelBrent3207,en,0,1,1,0
75,1463700855744512002,"Gatineau, QC",Ah well. Not a big deal to keep the vaccine mandated until maybe spring or simmer. https://t.co/2NOAxl3EUT,2021-11-25 02:47:32+00:00,mchkzn,en,0,0,2,0
76,1463700840070488068,"Ottawa, Ontario",Well it’s nice to know that anything that’s ever gotten fucked up in my life would’ve gotten fucked up anyways due to Covid.,2021-11-25 02:47:29+00:00,kardash_sam,en,0,0,3,0
77,1463700817127432194,"Bay Area, CA",How antivaxxers weaponized an abstract by a Goop doctor against #COVID19 #vaccines https://t.co/s3ntwUHE8E via @gorskon,2021-11-25 02:47:23+00:00,doritmi,en,2,0,13,0
78,1463702914724253702,"Gatineau, QC",Imagine hating your life so much over a vaccine that you have to take it out on a freaking ice cream company !!! https://t.co/pD264tJV1Q,2021-11-25 02:55:43+00:00,mchkzn,en,0,1,4,0
79,1463702911418974210,"Mordor, Alberta",Something dumb about listening to a politician mock science. Escpecially one that seems to contiously fail on covid. Gambling with people's lives,2021-11-25 02:55:43+00:00,RyanWalsh_et,en,0,1,0,0
80,1463704982503440388,"CA,VA,FL","131 Research Studies Affirm Naturally Acquired Immunity to Covid-19: Documented, Linked, and Quoted ⋆ Brownstone Institute https://t.co/2aT0J1Dzce",2021-11-25 03:03:56+00:00,kimberlycmorse,en,0,0,0,0
81,1463704948584161281,Canada and Palm Beach USA ,Do vaccines protect against long COVID? What the data say https://t.co/3I3OuLqkUz,2021-11-25 03:03:48+00:00,FrenchCA_P_Bel,en,0,0,0,0
82,1463704875045429251,"Toronto, Ontario #Earther ","Germany's Covid deaths top 100,000 as rising infections overwhelm some regions' hospitals https://t.co/8ZpTlehiTb",2021-11-25 03:03:31+00:00,Farukb44,en,0,0,0,0
83,1463706984838885377,"Quartz Hill, CA / Ventura, CA",So my grandparents flew from LAX to SeaTac to go on a cruise to Alaska in September but they are to scared to get on a flight to boise for my graduation because of COVID. Both of them are fully vaccinated and have their booster shots. How does this add up?,2021-11-25 03:11:54+00:00,antgil21,en,0,1,1,0
84,1463706968372088841,"Vancouver, British Columbia",Great video from Dr. Martin https://t.co/HhaN3H2L4D,2021-11-25 03:11:50+00:00,molsson99,en,0,0,0,0
85,1463708988957147140,"Ottawa, ON",Abstract 10712: Mrna COVID Vaccines Dramatically Increase Endothelial Inflammatory Markers and ACS Risk as Measured by the PULS Cardiac Test: a Warning https://t.co/Ley9vMxXKp,2021-11-25 03:19:52+00:00,erichiasson,en,1,1,0,0
86,1463710868441649152,On the water in Ontario,"QUESTION:

What's the difference between the number of Covid cases in Austria and Sweden?

ANSWER:

Tyrannical Government",2021-11-25 03:27:20+00:00,StevenT65674368,en,12,1,52,0
87,1463710840327081991,Canada,Independent Undertaker John O'Looney Exposes the Covid-19 'pandemic' | UKColumn https://t.co/Rv7RhQhWTX,2021-11-25 03:27:13+00:00,Darlene30564389,en,0,0,0,0
88,1463712987877937156,Canada,Hmm 🤔 Qualtrough says covid support programs will be extended.  And says she’s sure they can get this passed before Christmas.  And says they can pass this bill pretty fast. Well how come the disability benefits are taking so long then?,2021-11-25 03:35:45+00:00,cseguin1960,en,0,0,0,0
89,1463712964951879680,"Toronto, Ontario","#LATEST: More COVID-19 vaccine bookings for children moved in across Ontario on Wednesday as some regions administered their first pediatric shots.

Over 100,00 youth vaccine appointments have been made as of 5 p.m. today.
https://t.co/lKaqzhmdiJ",2021-11-25 03:35:39+00:00,CityNewsTO,en,1,11,18,0
90,1463712961009049600,"Edmonton, Alberta",Thanks @NeejaB and @ab_vax for alerting me to the pharmacy confusion this am while trying to book my kids for covid vaccine!!,2021-11-25 03:35:39+00:00,DrPattyBe,en,0,0,12,0
91,1463712933536542722,"Milton, Ontario","Remember last year when all the Raptors got Covid and the Rockets broke their losing streak against us

Bad times https://t.co/xtZsAKTyda",2021-11-25 03:35:32+00:00,Swarlayzers,en,1,0,12,0
92,1463712927563853824,"Guelph, Ontario",Rebecka Haight of Valleyblades Limited in Waterloo Ontario is the Companies Arm Chair Doctor. This woman is severely obese has smoking problem probably suffers from high blood pressure and hypertension. Has the nerve to terminate employees over vaccination status.,2021-11-25 03:35:31+00:00,GallentToddy,en,0,0,3,0
93,1463712835188363270,"Cartwright, Manitoba",Update - we did get our 2/3 booked in first thing Monday. Unfortunately they have to wait another 8 days or so because they just recieved their flu shot. I read all the misinfo online like heart inflammation. Infinitesimal risk and higher contracting Covid https://t.co/PvPd5Gz5mr,2021-11-25 03:35:09+00:00,sidvicious02,en,0,1,4,0
94,1463715027718914048,Ontario,"“This means, at the very least, that the use of vaccine passports beyond the very limited recommendations of public health read more as moral panic, or vigilante justice, than a public health intervention.” https://t.co/SsDvvSX37d",2021-11-25 03:43:51+00:00,thelivingstone5,en,0,0,0,0
95,1463714981359144963,"Alberta, Canada","Ireland's climate change solution

Wear a jumper

RTE news : Is it time for a woolly jumper revival?

https://t.co/lwdudB7mxO",2021-11-25 03:43:40+00:00,lfinnegal,en,0,1,3,1
96,1463714933884047367,Canada,'I want my freedom back': thousands in Austria protest against Covid loc... https://t.co/pyqT6unBH2 via @YouTube Austria are Protesting Mandates..Stay Strong and Free!  &amp; We Love You!,2021-11-25 03:43:29+00:00,roseofmagdala,en,0,0,0,0
97,1463714899905814528,"British Columbia, Canada","Chance of vaccine mandates ending in January 'next to zero', Ontario science table head says https://t.co/2WdLCpd9Po",2021-11-25 03:43:21+00:00,COVIDUpdate2020,en,0,2,5,0
98,1463714879412391937,"Palm Desert, Lake Arrowhead Ca","#FAUCI he &amp; the #CIA working on bioweapons and this one got away from them. #DrEvil has been in denial ever since. This one man is responsible for #Covid

Josh Rogin: Biden ‘Has Abandoned the Search’ for COVID Origins, They’d ‘Rather Not Rock the Boat’ https://t.co/Doj60X1ZNg",2021-11-25 03:43:16+00:00,PalmDesertRat,en,3,0,3,0
99,1463717071888412673,Canada,Need help! Can anyone remember seeing that the Pfizer kid trial was done on 2000ish kids &amp; over 8(?) months. My numbers could be off.,2021-11-25 03:51:59+00:00,JoyCannabis,en,1,1,3,0
100,1463717014573223940,"Medicine Hat, AB","Cargill workers were offered ‘COVID bonus’, a $1/hr retroactive raise, and 9.5% raise going forward. Workers just rejected this tonight with 98% vote. Maybe they’re saying money makes no difference when worker health and safety are this at risk. 🤷🏻‍♂️
#cargill",2021-11-25 03:51:45+00:00,shmitzysays,en,190,14,1047,13
101,1463716914585341954,Canada,#GoKingsGo helmets also block government tracking after vaccination. #LeafsForever,2021-11-25 03:51:21+00:00,KingstonPete,en,0,0,3,0
102,1463719007844974594,"Edmonton, Alberta",Former RCMP Speaks out against vaccine mandates // CORPORAL DANIEL BULFORD https://t.co/rbM0UFadpA,2021-11-25 03:59:40+00:00,LuisaCapra7,en,0,0,1,0
103,1463718991579566086,"Ottawa, Ontario","BC's covid undercount: a graphic...

#CovidIsAirborne
#COVIDethics
#bcpoli https://t.co/g2dJi9tHhG",2021-11-25 03:59:36+00:00,solutions_covid,en,0,0,0,0
104,1463718893252485120,on bed 24/7,ⓘ This user is Still in the trauma of Covid-19.,2021-11-25 03:59:13+00:00,iqraishghouri,en,0,2,2,0
105,1463723095299084289,Canada,🤓 Chapman's Ice Cream faces backlash and boycott over vaccination policy. https://t.co/4eJ5pdWI3J,2021-11-25 04:15:55+00:00,MJosling53,en,1,2,1,0
106,1463723055042211840,Canada Tiohtiak:ke,"COVID-19 in Quebec: What you need to know Wednesday
""According to data from #Quebec's public health research institute, the INSPQ, about 35,000 #children between the ages of five and 11 have caught #COVID19 since the start of the pandemic.""
#qcpoli  https://t.co/pCcnOWH9r4",2021-11-25 04:15:45+00:00,GadflyQuebec,en,0,0,0,0
107,1463723039703461893,Alberta,"What does a covid modeler, a climate activist, and Bill Gates have in common? 
Not sure, but they succeeded in locking down the world...

https://t.co/b2IyhBTdt4",2021-11-25 04:15:41+00:00,cheryl1492,en,0,0,0,0
108,1463723019826782210,Canada,"LILLEY: Ontario residents divided over more COVID restrictions, poll says https://t.co/b2S7dW5Y7x",2021-11-25 04:15:37+00:00,Canoe,en,0,0,0,0
109,1463722944190812165,"Durham, Ontario","GRANT: #Vaccines will never eliminate #COVID19, so it's time to pivot our response  https://t.co/GNCAMPg8zX",2021-11-25 04:15:19+00:00,totuis1,en,0,0,0,0
110,1463725049677033472,Earth Between Mexico & Canada ,MAJORITY OF STAFF IS UNVACCINATE THE PATIENTS WITH COVID MOST ARE DOUBLE JABBED. GET YOUR FACTS STRAIGHT. https://t.co/9OEt2Mjviu,2021-11-25 04:23:41+00:00,tim39941098,en,0,1,0,0
