,index,Unnamed: 0,id,user_location,text,created_at,username,lang,retweet_count,reply_count,like_count,quote_count,sentiment,topic
85,229,229,1464238441282125830,"Toronto, Canada","While we in the West have expiring vaccine doses and focus on boosters, a new COVID variant has arrived. Hoarding vaccines will not protect us, global vaccine equity will.",2021-11-26 14:23:43+00:00,MrAhmednurAli,en,320,23,1299,7,Neutral,4
86,217,217,1464228385736040480,"Ottawa, Ontario",OCDSB informed parents today of shortages of teachers &amp; support staff. This wouldn't be the case if @fordnation had not messed with education and reduced teaching jobs in 2019 &amp; provided adequate support for COVID in the schools. THIS IS ON HIM. #onpoli #onted #VoteFordOut2022,2021-11-26 13:43:45+00:00,feministcanuck,en,1,0,7,0,Negative,2
87,109,109,1464079417563615241,"Ottawa, Canada",Canada's mask guidance has changed. Here's why you might need an upgrade https://t.co/GzqTyCVWBX #iaq #COVID19,2021-11-26 03:51:49+00:00,IAQresource,en,0,0,0,0,Neutral,4
88,922,922,1464820273845260288,Canada,"COVID Update: Expert says ""Omicron"" is already in Canada which is deadlier than delta variant. 7.8% of new cases were among fully vaccinated and 5..9% in people having 1 dose! https://t.co/sHFCufmThd",2021-11-28 04:55:42+00:00,CanadaImmigra20,en,1,0,5,0,Neutral,2
89,722,722,1464639049499557890,Canada,"I love the idea of the tracking tokens used for contact tracing in Singapore. #design
https://t.co/LQTP9eR9xU",2021-11-27 16:55:35+00:00,spydergrrl,en,0,0,1,0,Neutral,6
90,1013,1013,1464985422874873861,"Colombie-Britannique, Canada","⁦@RBReich⁩ - bullied as a child - once said “fight the bullies, to protect the powerless” but later tried to block affordable housing in his wealthy hood. Like many of my selfish Boomer gen he now also bullies others about their medical choices.  https://t.co/8vxfVkObBo",2021-11-28 15:51:57+00:00,KarlDHarrison,en,0,0,0,0,Neutral,6
91,1125,1125,1465084064617189383,Toronto Canada,https://t.co/mshIlsAppt Sad what Trump Did to the World,2021-11-28 22:23:55+00:00,bynsny,en,1,0,1,0,Neutral,6
92,100,100,1464073333343883265,"Alberta, Canada","So, ive been on twitter a long time and i have YET to hear ANYONE complaining about all the dead covid victim bodies piling up. For a pandemic this sucks. I wanted the apocalypse already.",2021-11-26 03:27:38+00:00,BorgLives,en,0,0,1,0,Negative,6
93,323,323,1464292816671100929,Brampton.Ont,"WHO labels newly identified Covid strain as Omicron, says it's a variant of concern

https://t.co/DYJutRgk2c",2021-11-26 17:59:47+00:00,lise_latulippe,en,0,0,0,0,Netural,2
94,855,855,1464757896848232451,"Sudbury, Ontario",61 travellers from South Africa in Netherlands positive for COVID-19 -authorities https://t.co/evXJ9dBcZ0,2021-11-28 00:47:51+00:00,RockSolidMD,en,0,0,1,0,Neutral,4
95,330,330,1464293825485197314,"Toronto, Ontario",I've seen so many Covid charts that I can no longer see a chart like this the same way https://t.co/NcinLvqkiB,2021-11-26 18:03:47+00:00,bilal_akh,en,0,1,27,0,Neutral,6
96,92,92,1464065139385282587,"Ottawa, Ontario",The Switch Health test involves a self-administered nasal swab that is conducted while on video call with a nurse from the company. https://t.co/nzeKnTyjmE,2021-11-26 02:55:04+00:00,CityNewsOttawa,en,0,1,4,0,Neutral,5
97,764,764,1464689439687516169,Canada,The world is protesting but our political class aren’t listening. They don’t care. They’re doing just fine. Until they are made to pay in some way this will never end.  #COVID19 #covidvariant https://t.co/u07PoqYDl8,2021-11-27 20:15:49+00:00,Canadia56668243,en,0,0,0,0,Neutral,3
98,162,162,1464155938940600321,#GordDowniesCanada,"South Africa to be put on England’s travel red list over new Covid variant

https://t.co/Kajw3fpdRA",2021-11-26 08:55:53+00:00,MerlinofCanada,en,0,0,2,1,Neutral,5
99,464,464,1464371307345326087,"Calgary, Alberta, Canada",Canada's chief public health officer says the federal government will follow up with its counterparts in Hong Kong over one of their confirmed cases of the new COVID-19 Omicron variant.   https://t.co/kawNqIymH9,2021-11-26 23:11:41+00:00,CTVCalgary,en,0,2,2,0,Neutral,5
100,177,177,1464190049180958737,Canada,CW covid I'm privileged in that my area has a high vaccination rate only 13 people in hospital with a population of a million and on the first day of those 5-11 being avail 1/3 of kids booked an appointment yeah we're not out of the woods were still getting 40-60 new cases a day,2021-11-26 11:11:25+00:00,livingklife,en,0,0,0,0,Neutral,6
101,118,118,1464087479498194948,"Toronto, Ontario","Our client @Hired_HQ  has published an in-depth report covering the post-COVID state of the tech market. This work was mentioned by major business publications, such as @Forbes, Bloomberg @business,Tech Talent Canada. 
We are happy that we could help Hired to build this web page! https://t.co/UlUUQLv4P2",2021-11-26 04:23:51+00:00,a2design,en,0,0,0,0,Neutral,1
